95	sprSkylineBack	0	0
96	sprSkylineFront	0	0
97	sprSoftWallV	0	0
98	sprSoftWallH	0	0
99	sprBrickWallH	0	0
100	sprBrickWallV	0	0
101	sprPigLegs	16	16
102	sprBloodPool	24	24
103	sprPiglight1	0	0
104	sprPigsmoke	0	0
105	sprSplat1	4	4
106	sprSplat2	4	4
107	sprSplat3	6	6
108	sprSplat4	6	6
109	sprSmudge1	6	6
110	sprSmudge2	6	6
111	sprSmudge3	0	0
112	sprBigBlood1	16	16
113	sprBigBlood2	16	16
114	sprSplat1Red	4	4
115	sprSplat2Red	4	4
116	sprSplat3Red	6	6
117	sprSplat4Red	6	6
118	sprSmudge1Red	6	6
119	sprSmudge2Red	6	6
120	sprSmudge3Red	0	0
121	sprBigBlood1Red	16	16
122	sprBigBlood2Red	16	16
123	sprTinyBlood	0	0
124	sprBloodSpeck	1	1
125	sprELisCounterKitchen	15	12
126	sprPigAttackPunch	13	16
127	sprRailsDown	0	4
128	sprRailsLeft	4	0
129	sprRailsUp	0	4
130	sprRailsRight	4	0
131	sprELisCouchParty	40	32
132	sprELisMiscKeg	10	12
134	sprELisAquariumParty	9	28
135	sprELisTableParty	30	15
136	sprELisTableKitchenParty	25	20
137	sprELisTableBrokenParty	25	11
138	sprELisSinkParty	15	12
139	sprELisStoveParty	11	12
140	sprELisStrollerParty	13	9
141	sprELisToiletParty	10	11
142	sprELisTubParty	32	12
143	sprELisTVTableParty	13	29
144	sprELisRecordPlayerParty	9	10
145	sprELisBenchPorchParty	37	9
146	sprELisWheelBarrowParty	11	9
147	sprELisCupboardKitchen	15	12
148	sprELisSink	6	12
149	sprELisFridge	12	12
150	sprite150	0	0
151	sprMidnightMoon	48	48
152	sprHouseLight	97	233
154	sprite3	0	0
155	sprELisBrokenVinyls	10	10
156	sprBloodSquirt1	0	5
157	sprBloodSquirt2	0	5
158	sprBat	10	2
159	sprElisDoorMat	5	10
160	sprElisHatRack	8	16
161	sprElisTrashbagOpen	25	20
162	sprElisPizza	25	20
163	sprElisTrashbag	25	20
165	sprElisCigaretteButts	16	16
166	sprElisDeskParty	23	10
167	sprElisAlcoholContainers	6	2
168	sprElisGlobe	10	8
169	sprElisToolbox	8	8
170	sprElisBoxes	11	8
171	sprElisBookshelf	1	26
172	sprElisPhones	7	6
173	sprElisVideoGames	11	13
174	sprVictim2Idle	16	16
175	sprElisShotgunWall	9	3
176	sprPorchWallH	0	1
177	sprPorchWallV	1	0
178	sprElisArmChair	12	15
179	sprElisChairWood	10	14
180	sprPiglight2	0	0
181	sprVictim45Idle2	16	16
186	sprElisGuitarRig	15	12
187	sprElisShirts	15	15
188	sprElisBigBed	31	30
189	sprElisBedKid	25	20
190	sprElisBoomboxParty	13	10
191	sprElisTVParty2	17	11
192	sprEGangAttack9mm	10	22
193	sprEGangAttackBat	17	26
194	sprEGangAttackChain	17	26
195	sprEGangIdlePipe	16	16
196	sprEGangAttackKnife	30	30
197	sprEGangAttackPipe	17	26
198	sprEGangAttackUzi	13	22
199	sprEGangAttackShotgun	13	15
201	sprEGangWalk9mm	13	22
202	sprEGangWalkBat	15	9
203	sprEGangWalkChain	15	16
204	sprEGangWalkKnife	15	16
205	sprEGangWalkPipe	15	9
206	sprEGangWalkShotgun	21	16
207	sprEGangWalkUnarmed	15	16
208	sprEGangWalkUzi	13	22
209	sprEGangAttackHumanShield	11	23
210	sprEGangIdleSmoke	16	16
211	sprEGangIdleKnife	16	16
212	sprEGangDeadCut	32	35
213	sprEGangDeadBlunt	30	35
214	sprEGangDeadMachinegun	31	33
215	sprEGangDeadShotgun	32	25
216	sprEGangDeadSlashed	32	26
217	sprEGangDieKnife	30	20
218	sprEGangDieTiger	30	20
219	sprMask	12	12
220	sprElisDeskKidParty	30	28
221	sprElisSofaTV	40	12
222	sprElisTVParty3	27	11
223	sprElisCabinBooze	17	10
224	sprElisTVParty4	31	12
225	sprElisMakeupTable	24	9
226	sprElisNightstandParty	7	6
227	sprElisDeskPictures	24	8
228	sprElisVaseBroken	11	10
229	sprElisVaseStand	11	10
230	sprVictim4Walk	16	16
231	sprVictim4GetUp	30	16
232	sprVictim4GetUpLean	30	16
233	sprVictim1Legs	16	16
234	sprVictim2Legs	16	16
235	sprVictim3Legs	16	16
236	sprVictim4Legs	16	16
237	sprElisCloset	5	24
238	sprite238	16	16
239	sprElisClosetHanger1	9	36
240	sprElisClosetHanger2	28	14
241	sprElisMagazines	10	7
242	sprVictim4Punch	13	16
243	sprDoorWardrobe	3	0
244	sprElisPlantBig	28	26
245	sprElisPlantSmall	20	20
246	sprElisTub	34	12
247	sprElisToilet	12	12
248	sprElisNetDoor	16	28
249	sprPigStunned	16	16
250	sprElisSocks	3	2
251	sprElisDressParty	8	9
252	sprElisPants	12	10
253	sprElisLaundryBasket	15	13
254	sprElisRobeParty	20	10
255	sprElisWaterPuddle	12	12
256	sprMaskEnemy	11	11
257	sprVictim45Idle1	16	16
258	sprRapeLight	80	80
259	sprWeapons	0	0
260	sprHammer	5	5
261	sprVictim4KillBlunt	30	30
262	sprBullet	16	0
263	sprSpark	0	0
264	sprSmokeHit	12	5
265	sprMaskDead	22	9
266	sprDoubleBarrel	14	3
267	sprMaskDropPig	4	6
268	sprVictim5Idle2	16	16
269	sprVictim5Idle3	16	16
270	sprMovieWallUp	0	1
271	sprMovieWallDown	0	1
272	sprMovieWallRight	26	0
273	sprMovieWallLeft	1	0
274	sprElisFilmCamera	12	12
275	sprElisFilmLight	7	9
276	sprElisPortableGenerator	15	12
277	sprCrewAssistant	21	8
278	sprCameraman	16	16
279	sprCleaner	16	16
280	sprCleanerWater	15	12
281	sprDirectorSitting	16	16
282	sprSoundEngineer	25	10
283	sprFaceDirector	60	46
284	sprPhoneLine	1	0
285	sprGoArrow	16	16
286	sprArrow	6	6
287	sprDirectorWalk	16	16
288	sprFloorCleared	0	0
291	sprTigerAttackPunch1	12	16
292	sprTigerKill	20	16
293	sprTigerWalkUnarmed	15	16
294	sprTigerDeadBlunt	32	32
295	sprTigerDeadShotgun	31	27
296	sprEGangGetUp	30	17
297	sprEGangGetUpLean	28	17
298	sprTigerAttackPunch2	12	16
299	sprEGangLegs	16	16
300	sprTigerLegs	16	16
301	sprEGangWalkHumanShield	15	24
302	spr9mm	5	3
303	sprUzi	7	6
304	sprShotgun	13	3
305	sprPipe	10	1
306	sprKnife	6	1
307	sprButterfly	6	1
308	sprChain	8	5
309	sprUziShell	1	0
310	sprM16Shell	0	0
311	sprShotgunShell	2	1
312	sprMaskDropFansFront	8	8
313	sprMaskDropFansBack	8	8
314	sprZebraAttack9mm	11	21
315	sprZebraAttackBat	19	23
316	sprZebraAttackChain	19	23
317	sprZebraAttackPipe	19	23
318	sprZebraAttackUzi	11	22
319	sprZebraAttackPunch	19	22
320	sprZebraWalk9mm	11	21
321	sprZebraWalkBat	16	9
322	sprZebraWalkChain	16	16
323	sprZebraWalkKnife	16	16
324	sprZebraWalkPipe	16	9
325	sprZebraWalkShotgun	22	16
326	sprZebraWalkUnarmed	15	16
327	sprZebraWalkUzi	11	22
328	sprZebraDeadBlunt	32	32
329	sprZebraDeadCut	32	32
330	sprZebraDeadMachinegun	32	32
331	sprZebraDeadShotgun	32	28
332	sprZebraKillBat	30	31
333	sprZebraKillChain	30	39
334	sprZebraKillLean	22	17
335	sprZebraKillPipe	30	30
336	sprZebraKillKnife	17	15
337	sprZebraAttackShotgun	11	16
338	sprEGangDieBlunt	30	20
340	sprZebraAttackKnife	11	14
341	sprEGangDieChain	30	20
342	sprEGangHead1	3	5
343	sprEGangDieStomp	30	20
344	sprEGangDieLean	24	17
345	sprEGangHead2	3	5
346	sprEGangDieBash	32	18
347	sprZebraKillBash	32	16
348	sprTigerDeadCut	32	32
349	sprTigerDeadMachinegun	32	32
350	sprTigerKillLean	22	14
351	sprEGangDeadBash	32	18
352	sprElisBenchPress	23	17
353	sprElisDrugCrates	15	12
355	sprELisDeadLift	23	7
356	sprElisDumbbell	7	4
357	sprElisStyrofoam	5	5
358	sprElisBarGang2	0	0
359	sprElisBarShelfGang2	52	8
360	sprElisBedGang	25	20
361	sprElisCouchBeige	32	14
362	sprElisCouchCushion	10	9
363	sprElisCouchPurple	32	14
364	sprElisTableGang	25	15
365	sprElisSmallTableGang	25	11
366	sprElisStolenGoods	8	12
367	sprElisStolenGoodsBox	22	15
368	sprElisStolenGoodsTable	41	15
369	sprElisStolenGoodsTV	22	17
370	sprElisTrashFood	9	6
371	sprElisTreadmill	11	20
372	sprElisWeight	7	7
373	sprElisKitchenSink	15	12
374	sprElisTVBig	12	15
375	sprElisWaterPipes	0	0
376	sprElisTableCarStereo	41	10
377	sprElisFusebox	0	0
378	sprElisTableBluePrints	24	21
379	sprElisGeneratorBig	0	0
380	sprElisHubCaps	6	6
381	sprElisSewerGrate	17	17
382	sprElisToolboxBig	20	15
383	sprElisTableCameras	41	10
384	sprElisConsolesBox	22	15
385	sprElisMatressGang	25	16
386	sprElisClothesLine	0	0
387	sprElisLaundryMachine	11	10
388	sprWeaponMask	6	6
389	sprVictim6Idle	18	13
390	sprVictim6Dead	29	25
391	sprMasksBig	59	65
392	sprFansVan	70	30
393	sprFansVanBottom	70	30
394	sprZebraLegs	16	16
395	sprElisChemicals	4	3
396	sprElisCocaineCrates	15	12
397	sprElisCocaineTable	64	20
398	sprElisFloorSafe	16	21
399	sprElisTableChemicals	40	12
400	sprElisTableComputerGang	24	12
401	sprElisFileCabinet	20	10
402	sprElisLightbulbsBox	18	10
403	sprElisMarijuanaBig	11	10
404	sprElisMarijuanaCrate	16	13
405	sprElisMarijuanaCrop	80	24
406	sprElisMarijuanaTable	64	16
407	sprElisMarijuanaSmall	7	6
408	sprElisTableMoney	43	15
410	sprMarijuanaLight	0	0
411	sprElisAmmoCrates	12	9
412	sprElisGunTable	18	12
413	sprElisGunrack	26	11
414	sprElisStageFans	27	53
415	sprElisFansTable	35	35
416	sprElisFansMannequins	12	8
417	sprElisArcadeKDFW	16	14
418	sprElisBarFans	0	0
419	sprElisFansInCouch	58	16
420	sprElisMasksBox	31	13
421	sprElisFansCouch1	32	12
422	sprElisFansComputerTable	60	14
423	sprSwanWalkUnarmed	16	16
424	sprSwanLegs	16	16
425	sprFansHQLight	0	0
426	sprElisFansLights	0	0
427	sprElisUrinal	4	12
428	sprElisNeonSign	36	8
429	sprElisAirHockey	34	16
430	sprElisArcadeLuftrausers	16	12
431	sprElisArcadeGuns	14	12
432	sprElisBarTable	25	11
433	sprElisBasketballGame	16	35
434	sprElisBarGang	52	14
435	sprElisBarShelfGang	52	8
436	sprElisBoothGang	36	32
437	sprElisChairGang	10	10
438	sprElisDJSet	13	46
439	sprElisBarTableTiny	8	8
440	sprElisBarTableGlass	23	16
441	sprHenchmanCouch	32	16
442	sprElisKaraokeMachine	25	25
443	sprBarLight	0	0
444	sprElisBarLightsBig	0	0
445	sprElisBarLightsMedium	0	0
446	sprElisBarLightsSmall	5	0
447	sprElisHugePlant	30	30
448	sprFansVanMask	70	30
449	sprMaskTiger	59	65
450	sprMaskZebra	59	65
451	sprMaskBear	59	65
452	sprMaskSwan1	59	65
453	sprSwanDragHenchman	15	16
454	sprHenchmanBash1	15	32
455	sprHenchmanBash2	15	32
456	sprHenchmanBash3	15	32
457	sprHenchmanTalkBashed	15	32
458	sprHenchmanTalk	15	16
459	sprSwan1Stomp	12	23
460	sprElisLeatherCouchSmall	23	12
461	sprHenchmanDrugged	15	16
462	sprBearWalkUnarmed	12	16
463	sprHenchmanFace1	58	42
464	sprHenchmanFace2	58	42
465	sprBearWalkPipe	16	16
466	sprSwan2Stomp	22	22
467	sprBearStomp	12	16
468	sprSwan2WalkUnarmed	16	16
469	sprELisCopyMachine	20	11
470	sprEGangDeadLeanMachinegun	12	17
471	sprEGangDeadLeanMelee	12	14
472	sprEGangDeadLeanShotgun	9	17
473	sprFansVanStart	70	30
474	sprPandaBartender	16	16
475	sprPartyBoy1	16	16
476	sprPartyBoy2	22	22
477	sprPartyGirl1	9	9
478	sprPartyGirl2Mask	8	8
479	sprPartyGirl2	6	12
480	sprPartyBoy1Mask	8	8
481	sprElisLeatherCouch	32	12
482	sprMoonMusic	16	21
483	sprMoonGlasses	2	5
484	sprHBorder	0	0
485	sprVBorder	0	0
488	sprPerturbatorDance1	16	16
489	sprPerturbatorDance2	16	16
490	sprPerturbatorDodge	16	16
491	sprElisBarbecue	12	15
492	sprJasper	10	16
493	sprHostTalk1	15	13
494	sprHostTalk2	15	13
495	sprHostTalk3	15	13
496	sprPigTalk1	15	13
497	sprPigTalk2	15	13
498	sprPigTalk3	15	13
499	sprFaceHost	60	61
500	sprFacePig	65	48
501	sprFaceHostAnxious	60	61
502	sprAudience1	6	15
503	sprTalkShowChairs	112	13
504	sprAudience2	6	15
505	sprAudience3	8	15
506	sprAudience4	10	15
507	sprElisTalkShowCurtains	0	0
508	sprTalkShowDJ	28	20
509	sprRichardPutOnMask	30	44
510	sprTeleprompter	11	11
511	sprTalkShowCoach	16	16
512	sprTalkShowTable	11	10
513	sprTalkShowCamera	16	12
514	sprSpotlight	24	24
515	sprTalkShowTableDirty	11	10
516	sprEllenDead	23	10
517	sprPigInterviewDirty	15	13
518	sprTeleprompterBroken	11	11
519	sprTalkShowChairDirty	15	13
520	sprTalkShowDJBroken	28	20
521	sprTalkShowCoachStill	16	16
522	sprTalkShowChairsDirty	112	13
523	sprTalkShowCameraDirty	8	12
524	sprFacePigAngry	65	48
525	sprFaceRichard	63	73
526	sprStatic	0	0
527	sprFaceHostTwitch	60	61
529	sprPigInterviewStand	15	13
530	sprPigInterviewStanding	12	8
531	sprPigChair	15	13
532	sprFacePigButcher	62	68
533	sprNickeWalkUnarmed	14	16
534	sprNickeWalkFlameThrower	12	16
535	sprNickeWalkShotgun	12	16
536	sprNickeWalkHeavy	10	16
537	sprNickeAttackFlameThrower	12	16
538	sprNickeAttackHeavy	10	16
539	sprFlame	4	16
540	sprFireBallFlame	16	16
541	sprNickeLegs	16	16
1085	sprElisPalmTreeDay	30	30
1086	sprPalmTreeLeaf	2	11
1088	sprGrassTileDay	0	0
1089	sprELisBigTreeDay	45	45
1090	sprGrassTileNight	0	0
1091	sprRainHit	6	6
1092	sprNickeWalkSniper	12	16
1093	sprNickeAttackSniper	12	16
1094	sprNickeAttackKnife	8	29
1095	sprNickeAttackKnifeFlameThrower	8	29
1096	sprNickeAttackKnifeHeavy	8	29
1097	sprNickeAttackKnifeShotgun	8	29
1098	sprNickeAttackKnifeMachinegun	8	29
1099	sprNickeAttackKnifeSniper	8	29
1100	sprNickeAttackMachinegun	12	16
1101	sprNickeWalkMachinegun	12	16
1102	sprNickeWalkKnifeFlameThrower	11	29
1103	sprNickeWalkKnifeHeavy	8	29
1104	sprNickeWalkKnifeMachinegun	8	29
1105	sprNickeWalkKnifeShotgun	8	29
1106	sprNickeWalkKnifeSniper	8	29
1107	sprNickeAttackShotgun	12	16
1108	sprNickeWalkKnife	8	29
1109	sprElisAlienPlant2	32	14
1110	sprAlienPlant2Roots	32	14
1111	sprElisAlienPlant3	30	17
1112	sprAlienPlant3Roots	30	17
1113	sprElisAlienPlant4	36	36
1114	sprElisAlienPlant1	16	16
1115	sprAlienPlant1Vines	0	0
1116	sprSoldierWalkUnarmed	16	16
1117	sprSoldierWalkKalashnikov	14	16
1118	sprSoldierWalkMachete	16	22
1119	sprSoldierLegs	16	16
1120	sprSoldierAttackKalashnikov	14	16
1121	sprSoldierAttackMachete	16	22
1122	sprSoldierDeadCut	32	32
1123	sprSoldierDeadMachinegun	32	32
1124	sprSoldierDeadShotgun	32	26
1126	sprSoldierDieBurn1	35	30
1127	sprSoldierDieBurn2	25	20
1128	sprSoldierDieBurn3	20	22
1129	sprSoldierBurn	16	17
1130	sprSoldierDieBurntOut	11	19
1131	sprWoodWallH	0	0
1132	sprWoodWallV	0	0
1133	sprWoodWallInteriorV	0	0
1134	sprWoodWallInteriorH	0	0
1135	sprElisFirePlace	9	8
1136	sprFirePlaceFire	25	29
1137	sprElisMilitaryJeep	56	27
1138	sprElisRussianFlag	9	15
1142	sprFireFlame	0	0
1143	sprWoodWindowV	0	0
1144	sprBrickWindowH	0	0
1145	sprElisTent	19	12
1146	sprElisBarbedWire	6	18
1147	sprElisMilitaryBed	25	15
1148	sprElisMilitaryBunk	25	12
1149	sprElisMilitaryPlans	24	21
1150	sprELisRadioCentral	25	15
1151	sprElisAmmoBox	36	8
1152	sprElisSupplyBox	16	8
1153	sprElisFoodBox	26	8
1154	sprElisStoveMilitary	11	7
1155	sprELisSupplies	10	12
1157	sprElisClosetMilitary	22	8
1160	sprNickeDeadShotgun	30	30
1161	sprFatSoldierWalkGun	14	16
1162	sprFatSoldierAttackGun	14	16
1163	sprFatSoldierWalkKnife	18	16
1164	sprFatSoldierAttackKnife	18	16
1165	sprFatSoldierDead	30	30
1166	sprFatSoldierDying	18	16
1167	sprNickeDeadCut	32	32
1168	sprNickeDeadMachinegun	32	32
1170	sprELisMilitaryDiningTable	41	22
1171	sprELisMilitaryBuffe	29	10
1172	sprELisMilitaryKitchen	54	11
1173	sprELisHelicopter	74	33
1174	sprHelicopterBlades	92	92
1175	sprELisBeanCan	2	4
1176	sprSoldierGetUp	30	17
1177	sprSoldierPoncho	14	16
1178	sprSoldierIdlePonchoSmoke	14	16
1179	sprSoldierIdleRain	14	16
1180	sprNickeKillKnife	23	15
1181	sprNickeKillKnifeFlame	23	15
1182	sprSoldierDieKnife	30	20
1183	sprInvisibleWallH	0	0
1184	sprInvisibleWallV	0	0
1185	sprInvisibleWallD1	0	0
1186	sprInvisibleWallD2	0	0
1187	sprELisSoldierTent	180	70
1188	sprELisFirePlacePot	8	14
1189	sprELisGeneralTable	29	22
1190	sprELisLog	9	25
1191	sprELisTurtleCorpse	22	12
1192	sprELisWeaponTable	19	40
1193	sprHeavy	15	5
1194	sprM16	15	6
1195	sprFlameThrower	13	7
1196	sprSniperRifle	19	5
1197	sprKalashnikov	19	5
1198	sprMachete	14	2
1199	sprSquadBlack1Idle	16	16
1200	sprSquadFat1Idle	16	16
1201	sprSquadJacket1Idle	16	16
1202	sprGeneral1Idle	16	16
1203	sprGeneral2Idle	16	16
1204	sprFaceGeneral	40	48
1205	sprELisGeneralDrape	1	11
1206	sprELisBones	7	4
1207	sprELisJeepTyre	0	0
1208	sprELisStoneDay	3	2
1209	sprELisAmericanFlag	3	2
1210	sprParrotIdle1	10	10
1211	sprParrotIdle2	10	10
1212	sprParrotIdle3	10	10
1213	sprParrotWalk	10	10
1214	sprParrotFly	10	10
1215	sprELisGeneralBed	25	15
1216	sprELisStoneNight	3	2
1217	sprNickePalmTree	57	198
1218	sprNickeBigTree	80	165
1219	sprJungleMoon	48	48
1220	sprNickeGreenery	64	96
1221	sprMountain	0	0
1222	sprLevelPalmTree	57	271
1223	sprElisMallBasketBalls	16	13
1224	sprElisMallRegister	49	16
1225	sprElisMallChair	7	9
1226	sprElisMallFootballs	16	13
1227	sprElisMallGames	7	37
1228	sprElisMallJewels	9	40
1229	sprElisMallShoes	5	37
1230	sprElisMallTrashCan	6	6
1231	sprElisMallTVs	12	60
1232	sprElisMallVinyls	12	60
1233	sprELisMallSuperFun	30	10
1234	sprElisMallSuperFunCabinet	17	20
1235	sprMallSuperFunCabinetGlass	17	20
1236	sprCopLegs	16	16
1237	sprCopWalk9mm	10	16
1238	sprCopWalkBat	16	24
1239	sprCopWalkChain	16	24
1240	sprCopWalkKnife	14	16
1241	sprCopWalkPipe	16	24
1242	sprCopWalkShotgun	10	16
1243	sprCopWalkUnarmed	16	16
1244	sprCopWalkUzi	10	16
1245	sprCopAttack9mm	10	16
1246	sprCopAttackBat	16	24
1247	sprCopAttackChain	16	24
1248	sprCopAttackKnife	14	16
1249	sprCopAttackPipe	16	24
1250	sprCopAttackShotgun	10	16
1251	sprCopAttackUzi	10	16
1252	sprCopKillStomp	12	19
1253	sprCopDeadBlunt	32	32
1254	sprCopDeadCut	32	32
1255	sprCopDeadMachinegun	32	32
1256	sprCopDeadShotgun	32	32
1257	sprCopAttackPunch	20	22
1258	sprCopCar	58	23
1259	sprCopCarTrunk	58	23
1260	sprCopCarFloor	58	23
1261	sprCopCarDoor	27	1
1262	sprNickeReloadMachinegun	14	16
1263	sprNickeReloadShotgun	14	16
1264	sprNickeReloadSniper	14	16
1265	sprAmmoSymbols	6	12
1266	sprFatSoldierDyingSniper	27	16
1267	sprSquadField1	28	15
1268	sprSquadField2	32	20
1269	sprSquadJacket2Idle	16	16
1270	sprEnemySoldierGivenUp	14	10
1271	sprFaceCop	26	43
1272	sprFaceBlackSquad	32	41
1273	sprFaceFatSquad	34	45
1274	sprSquadJacket3Idle	15	30
1275	sprSquadFat2Idle	38	29
1276	sprFaceWalkieTalkie	32	64
1277	sprNickeWalkie	16	16
1278	sprFaceNicke	39	42
1279	sprSoldierBurn2	16	16
1280	sprFlameSmoke	15	13
1281	sprELisBrokenPerfume	7	4
1282	sprELisEmptyShelf	7	51
1283	sprELisClothesHanger1	1	0
1284	sprELisCheapSign	0	0
1285	sprCheapSignGlow	0	0
1286	sprELisClothesHanger2	24	23
1287	sprShirtsHanger	9	2
1288	sprElisMallPerfume	51	8
1289	sprElisTurtlesRack	33	5
1290	sprElisTurtle	4	6
1291	sprElisNesCartridge	3	3
1292	sprElisGangVan	68	26
1293	sprELisSlidingDoors	32	24
1294	sprElisToyGuns	30	15
1295	sprELisStuffSign	0	0
1296	sprStuffSignGlow	0	0
1297	sprElisBasketBall	4	4
1298	sprCopKillShotgun	19	15
1299	sprCopKillLean	22	17
1300	sprEGangDieCop	30	20
1301	sprElisATM	12	25
1302	sprElisMallCoffeeTable	37	18
1303	sprGangFridge1	22	22
1304	sprGangFridge2	22	22
1305	sprElisMoney	2	2
1306	sprElisNuclearThrone1	17	38
1307	sprElisNuclearThrone2	15	38
1308	sprElisNuclearThrone3	15	38
1309	sprElisNuclearThrone4	15	38
1310	sprElisNuclearThrone5	15	38
1311	sprElisJewelShard	2	2
1312	sprElisVendingMachine	16	12
1313	sprElisCleaningCart	12	17
1314	sprElisDoubleFridge	24	12
1315	sprElisFan	6	8
1316	sprElisFreezer	20	44
1317	sprElisFoodFridge	12	12
1318	sprElisMagazineRack	10	24
1319	sprElisStoreShelf	12	58
1320	sprElevatorDown	16	0
1321	sprLine	1	0
1322	sprElisBench	32	5
1323	sprElisLocker	12	8
1324	sprElisMallSecurity	28	13
1325	sprElisMallStorage	40	12
1326	sprElisMallSafe	12	8
1327	sprElisTowels	11	12
1328	sprElisDumpster	0	0
1329	sprMallFreezerSmoke	0	0
1330	sprSparkle	0	0
1331	sprElevatorFloor	16	0
1332	sprElevatorShadow	16	0
1334	sprPoliceAim	8	15
1335	sprPolicePoint	16	16
1336	sprPoliceTalk	16	16
1337	sprCopBadge	14	16
1338	sprFacePolice	39	51
1339	sprPoliceCar	53	23
1340	sprCopTurnShotgun	18	16
1342	sprGreyArrow	6	6
1343	sprCopCarMask	58	23
1344	sprElisDinerBuffe	10	47
1345	sprElisDinerCounter	0	0
1346	sprDinerCup	3	4
1347	sprElisDinerGrill	27	10
1348	sprElisDinerSink	5	12
1349	sprElisDinerSupplies	48	9
1350	sprElisDinerSupplies2	32	9
1351	sprElisDinerTable	0	0
1352	sprElisFlipperGame	13	23
1353	sprElisHair	6	7
1354	sprElisShaver	2	3
1355	sprElisArmchairBeads	12	15
1356	sprElisDirtyBathTub	34	14
1359	sprElisRedneckCouch	32	12
1360	sprElisTVDinner	8	9
1361	sprElisPizzaDisplay	35	11
1362	sprElisDirtySink	6	7
1363	sprElisDirtyToilet	5	7
1364	sprElisPizzaCounter	35	11
1365	sprPizzaCounterGlass	35	11
1366	sprElisPizzaOven	36	20
1367	sprElisPizzaTable	25	35
1368	sprElisDinerChair	6	6
1369	sprElisCobraPhone	11	8
1370	sprElisDeadPlant	22	23
1371	sprElisKitchenBench	52	11
1372	sprElisPizzaRegister	40	12
1373	sprElisDinerBench	7	32
1374	sprElisWashingMachine	40	14
1375	sprElisPhoneBooth	20	13
1376	sprElisStove	11	11
1377	sprDinerWaitress	9	9
1378	sprDinerChef	8	32
1379	sprPizzaDude	16	16
1380	sprFacePizzaDude	40	60
1381	sprFaceWaitress	42	43
1382	sprCopDrinkCoffee	16	16
1383	sprCopWashHands	9	20
1384	sprCopDryHands	9	20
1385	sprCopDrinkBeer	16	16
1386	sprCopCarStart	58	23
1387	sprDinerWindowTop	0	2
1389	sprDinerWindowLeft	2	0
1390	sprPoliceWalk	16	16
1391	sprEditorLegs	9	12
1392	sprBearWalkPizza	6	13
1393	sprPizzaPickUp	12	10
1394	sprMoney	1	2
1395	sprDinerWindowBottom	0	2
1396	sprBigMoon	138	138
1397	sprSmallPalmTree	10	51
